device,device_index,condition,frame,uniformity_percent
M8,8,M8_10mA_40C_0,frame_0172.png,51.220703125
M8,8,M8_10mA_40C_0,frame_0173.png,51.318359375
M8,8,M8_10mA_40C_0,frame_0177.png,51.318359375
M8,8,M8_10mA_40C_0,frame_0180.png,51.318359375
M8,8,M8_10mA_40C_0,frame_0184.png,51.416015625
M8,8,M8_10mA_40C_0,frame_0196.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0013.png,51.220703125
M8,8,M8_20mA_20C_0,frame_0014.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0017.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0018.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0020.png,51.26953125
M8,8,M8_20mA_20C_0,frame_0023.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0025.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0026.png,51.3671875
M8,8,M8_20mA_20C_0,frame_0033.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0034.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0043.png,51.3671875
M8,8,M8_20mA_20C_0,frame_0045.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0052.png,51.171875
M8,8,M8_20mA_20C_0,frame_0058.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0059.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0065.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0072.png,51.220703125
M8,8,M8_20mA_20C_0,frame_0073.png,51.26953125
M8,8,M8_20mA_20C_0,frame_0074.png,51.26953125
M8,8,M8_20mA_20C_0,frame_0081.png,50.9765625
M8,8,M8_20mA_20C_0,frame_0087.png,51.3671875
M8,8,M8_20mA_20C_0,frame_0089.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0101.png,51.220703125
M8,8,M8_20mA_20C_0,frame_0102.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0109.png,51.416015625
M8,8,M8_20mA_20C_0,frame_0112.png,51.123046875
M8,8,M8_20mA_20C_0,frame_0118.png,51.123046875
M8,8,M8_20mA_20C_0,frame_0120.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0122.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0127.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0131.png,51.26953125
M8,8,M8_20mA_20C_0,frame_0137.png,51.220703125
M8,8,M8_20mA_20C_0,frame_0153.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0154.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0156.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0157.png,51.26953125
M8,8,M8_20mA_20C_0,frame_0158.png,51.220703125
M8,8,M8_20mA_20C_0,frame_0160.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0163.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0167.png,51.26953125
M8,8,M8_20mA_20C_0,frame_0176.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0183.png,51.26953125
M8,8,M8_20mA_20C_0,frame_0185.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0192.png,51.318359375
M8,8,M8_20mA_20C_0,frame_0198.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0037.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0039.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0042.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0046.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0049.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0051.png,51.3671875
M8,8,M8_20mA_30C_0,frame_0064.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0072.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0074.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0077.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0079.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0081.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0090.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0092.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0093.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0095.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0096.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0100.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0104.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0106.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0107.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0112.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0114.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0115.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0119.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0122.png,51.3671875
M8,8,M8_20mA_30C_0,frame_0125.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0131.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0132.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0134.png,51.3671875
M8,8,M8_20mA_30C_0,frame_0136.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0142.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0147.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0156.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0158.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0164.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0167.png,51.3671875
M8,8,M8_20mA_30C_0,frame_0170.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0174.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0185.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0192.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0194.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0196.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0197.png,51.318359375
M8,8,M8_20mA_30C_0,frame_0199.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0023.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0029.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0039.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0041.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0043.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0044.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0045.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0048.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0054.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0059.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0065.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0070.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0074.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0077.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0082.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0083.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0084.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0086.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0088.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0090.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0102.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0103.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0111.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0113.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0116.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0119.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0121.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0122.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0126.png,51.3671875
M8,8,M8_20mA_40C_0,frame_0138.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0142.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0143.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0145.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0146.png,51.26953125
M8,8,M8_20mA_40C_0,frame_0151.png,51.171875
M8,8,M8_20mA_40C_0,frame_0154.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0155.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0160.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0166.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0172.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0176.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0177.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0178.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0183.png,51.318359375
M8,8,M8_20mA_40C_0,frame_0193.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0045.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0054.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0055.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0062.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0068.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0069.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0073.png,51.171875
M8,8,M8_30mA_20C_0,frame_0078.png,51.26953125
M8,8,M8_30mA_20C_0,frame_0080.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0082.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0087.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0088.png,51.3671875
M8,8,M8_30mA_20C_0,frame_0091.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0092.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0093.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0098.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0101.png,51.26953125
M8,8,M8_30mA_20C_0,frame_0104.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0110.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0120.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0122.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0123.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0124.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0130.png,51.26953125
M8,8,M8_30mA_20C_0,frame_0134.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0136.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0138.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0141.png,50.9765625
M8,8,M8_30mA_20C_0,frame_0145.png,51.220703125
M8,8,M8_30mA_20C_0,frame_0146.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0148.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0152.png,51.26953125
M8,8,M8_30mA_20C_0,frame_0156.png,51.3671875
M8,8,M8_30mA_20C_0,frame_0158.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0159.png,51.220703125
M8,8,M8_30mA_20C_0,frame_0161.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0164.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0165.png,51.26953125
M8,8,M8_30mA_20C_0,frame_0166.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0168.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0174.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0180.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0188.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0190.png,51.318359375
M8,8,M8_30mA_20C_0,frame_0191.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0019.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0020.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0022.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0030.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0039.png,51.416015625
M8,8,M8_30mA_30C_0,frame_0040.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0042.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0045.png,51.3671875
M8,8,M8_30mA_30C_0,frame_0046.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0052.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0056.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0058.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0059.png,51.3671875
M8,8,M8_30mA_30C_0,frame_0062.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0067.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0068.png,51.3671875
M8,8,M8_30mA_30C_0,frame_0070.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0074.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0077.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0078.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0079.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0081.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0085.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0086.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0099.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0101.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0102.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0119.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0124.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0126.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0128.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0130.png,51.26953125
M8,8,M8_30mA_30C_0,frame_0133.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0135.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0145.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0147.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0148.png,51.171875
M8,8,M8_30mA_30C_0,frame_0160.png,51.171875
M8,8,M8_30mA_30C_0,frame_0162.png,51.171875
M8,8,M8_30mA_30C_0,frame_0163.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0173.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0181.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0187.png,51.220703125
M8,8,M8_30mA_30C_0,frame_0193.png,51.318359375
M8,8,M8_30mA_30C_0,frame_0200.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0030.png,51.66015625
M8,8,M8_30mA_40C_0,frame_0031.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0034.png,51.26953125
M8,8,M8_30mA_40C_0,frame_0035.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0050.png,51.416015625
M8,8,M8_30mA_40C_0,frame_0055.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0056.png,51.513671875
M8,8,M8_30mA_40C_0,frame_0059.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0060.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0062.png,51.26953125
M8,8,M8_30mA_40C_0,frame_0063.png,52.44140625
M8,8,M8_30mA_40C_0,frame_0064.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0067.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0078.png,51.416015625
M8,8,M8_30mA_40C_0,frame_0083.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0086.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0091.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0097.png,51.416015625
M8,8,M8_30mA_40C_0,frame_0100.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0103.png,51.85546875
M8,8,M8_30mA_40C_0,frame_0104.png,51.416015625
M8,8,M8_30mA_40C_0,frame_0105.png,51.5625
M8,8,M8_30mA_40C_0,frame_0110.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0116.png,51.26953125
M8,8,M8_30mA_40C_0,frame_0117.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0118.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0120.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0122.png,51.416015625
M8,8,M8_30mA_40C_0,frame_0123.png,51.85546875
M8,8,M8_30mA_40C_0,frame_0125.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0131.png,51.318359375
M8,8,M8_30mA_40C_0,frame_0139.png,51.26953125
M8,8,M8_30mA_40C_0,frame_0144.png,51.513671875
M8,8,M8_30mA_40C_0,frame_0152.png,51.26953125
M8,8,M8_30mA_40C_0,frame_0160.png,51.416015625
M8,8,M8_30mA_40C_0,frame_0161.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0180.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0184.png,51.46484375
M8,8,M8_30mA_40C_0,frame_0187.png,51.513671875
M8,8,M8_30mA_40C_0,frame_0190.png,51.3671875
M8,8,M8_30mA_40C_0,frame_0192.png,51.513671875
M8,8,M8_30mA_40C_0,frame_0194.png,51.123046875
M8,8,M8_30mA_40C_0,frame_0196.png,51.66015625
M8,8,M8_30mA_40C_0,frame_0197.png,51.513671875
M8,8,M8_30mA_40C_0,frame_0198.png,51.318359375
M9,9,M9_10mA_20C_0,frame_0023.png,51.46484375
M9,9,M9_10mA_20C_0,frame_0028.png,51.5625
M9,9,M9_10mA_20C_0,frame_0033.png,51.46484375
M9,9,M9_10mA_20C_0,frame_0037.png,51.318359375
M9,9,M9_10mA_20C_0,frame_0039.png,51.904296875
M9,9,M9_10mA_20C_0,frame_0042.png,51.3671875
M9,9,M9_10mA_20C_0,frame_0043.png,51.85546875
M9,9,M9_10mA_20C_0,frame_0047.png,51.46484375
M9,9,M9_10mA_20C_0,frame_0062.png,51.708984375
M9,9,M9_10mA_20C_0,frame_0063.png,51.806640625
M9,9,M9_10mA_20C_0,frame_0064.png,51.611328125
M9,9,M9_10mA_20C_0,frame_0066.png,51.46484375
M9,9,M9_10mA_20C_0,frame_0068.png,51.3671875
M9,9,M9_10mA_20C_0,frame_0071.png,51.708984375
M9,9,M9_10mA_20C_0,frame_0073.png,51.953125
M9,9,M9_10mA_20C_0,frame_0074.png,51.416015625
M9,9,M9_10mA_20C_0,frame_0077.png,51.5625
M9,9,M9_10mA_20C_0,frame_0080.png,51.318359375
M9,9,M9_10mA_20C_0,frame_0090.png,51.513671875
M9,9,M9_10mA_20C_0,frame_0097.png,51.708984375
M9,9,M9_10mA_20C_0,frame_0098.png,51.66015625
M9,9,M9_10mA_20C_0,frame_0099.png,51.513671875
M9,9,M9_10mA_20C_0,frame_0112.png,51.66015625
M9,9,M9_10mA_20C_0,frame_0113.png,52.05078125
M9,9,M9_10mA_20C_0,frame_0117.png,51.416015625
M9,9,M9_10mA_20C_0,frame_0118.png,51.66015625
M9,9,M9_10mA_20C_0,frame_0121.png,51.806640625
M9,9,M9_10mA_20C_0,frame_0124.png,51.66015625
M9,9,M9_10mA_20C_0,frame_0132.png,51.416015625
M9,9,M9_10mA_20C_0,frame_0138.png,51.26953125
M9,9,M9_10mA_20C_0,frame_0140.png,51.85546875
M9,9,M9_10mA_20C_0,frame_0141.png,50.927734375
M9,9,M9_10mA_20C_0,frame_0144.png,51.025390625
M9,9,M9_10mA_20C_0,frame_0146.png,51.46484375
M9,9,M9_10mA_20C_0,frame_0155.png,51.904296875
M9,9,M9_10mA_20C_0,frame_0158.png,52.099609375
M9,9,M9_10mA_20C_0,frame_0160.png,51.806640625
M9,9,M9_10mA_20C_0,frame_0162.png,51.416015625
M9,9,M9_10mA_20C_0,frame_0166.png,51.46484375
M9,9,M9_10mA_20C_0,frame_0176.png,51.3671875
M9,9,M9_10mA_20C_0,frame_0177.png,52.001953125
M9,9,M9_10mA_20C_0,frame_0178.png,51.416015625
M9,9,M9_10mA_20C_0,frame_0182.png,51.513671875
M9,9,M9_10mA_20C_0,frame_0183.png,51.416015625
M9,9,M9_10mA_20C_0,frame_0199.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0021.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0022.png,51.5625
M9,9,M9_10mA_30C_0,frame_0029.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0032.png,51.5625
M9,9,M9_10mA_30C_0,frame_0036.png,51.5625
M9,9,M9_10mA_30C_0,frame_0039.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0050.png,51.5625
M9,9,M9_10mA_30C_0,frame_0054.png,51.5625
M9,9,M9_10mA_30C_0,frame_0057.png,51.5625
M9,9,M9_10mA_30C_0,frame_0062.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0067.png,51.5625
M9,9,M9_10mA_30C_0,frame_0068.png,51.5625
M9,9,M9_10mA_30C_0,frame_0075.png,51.26953125
M9,9,M9_10mA_30C_0,frame_0078.png,52.001953125
M9,9,M9_10mA_30C_0,frame_0079.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0081.png,51.5625
M9,9,M9_10mA_30C_0,frame_0082.png,51.5625
M9,9,M9_10mA_30C_0,frame_0088.png,51.5625
M9,9,M9_10mA_30C_0,frame_0099.png,51.5625
M9,9,M9_10mA_30C_0,frame_0105.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0106.png,51.5625
M9,9,M9_10mA_30C_0,frame_0110.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0112.png,51.5625
M9,9,M9_10mA_30C_0,frame_0115.png,51.5625
M9,9,M9_10mA_30C_0,frame_0119.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0122.png,51.611328125
M9,9,M9_10mA_30C_0,frame_0129.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0134.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0135.png,51.46484375
M9,9,M9_10mA_30C_0,frame_0147.png,51.5625
M9,9,M9_10mA_30C_0,frame_0151.png,51.5625
M9,9,M9_10mA_30C_0,frame_0152.png,51.5625
M9,9,M9_10mA_30C_0,frame_0154.png,51.46484375
M9,9,M9_10mA_30C_0,frame_0160.png,51.5625
M9,9,M9_10mA_30C_0,frame_0168.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0171.png,51.5625
M9,9,M9_10mA_30C_0,frame_0173.png,51.513671875
M9,9,M9_10mA_30C_0,frame_0178.png,51.5625
M9,9,M9_10mA_30C_0,frame_0182.png,51.5625
M9,9,M9_10mA_30C_0,frame_0184.png,51.5625
M9,9,M9_10mA_30C_0,frame_0185.png,51.5625
M9,9,M9_10mA_30C_0,frame_0186.png,51.5625
M9,9,M9_10mA_30C_0,frame_0189.png,51.416015625
M9,9,M9_10mA_30C_0,frame_0193.png,51.5625
M9,9,M9_10mA_30C_0,frame_0199.png,51.5625
M9,9,M9_10mA_40C_0,frame_0008.png,51.611328125
M9,9,M9_10mA_40C_0,frame_0010.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0015.png,51.416015625
M9,9,M9_10mA_40C_0,frame_0018.png,51.5625
M9,9,M9_10mA_40C_0,frame_0019.png,51.5625
M9,9,M9_10mA_40C_0,frame_0022.png,51.708984375
M9,9,M9_10mA_40C_0,frame_0026.png,51.5625
M9,9,M9_10mA_40C_0,frame_0037.png,51.611328125
M9,9,M9_10mA_40C_0,frame_0042.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0047.png,51.5625
M9,9,M9_10mA_40C_0,frame_0051.png,51.5625
M9,9,M9_10mA_40C_0,frame_0053.png,51.5625
M9,9,M9_10mA_40C_0,frame_0054.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0059.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0077.png,51.5625
M9,9,M9_10mA_40C_0,frame_0079.png,51.5625
M9,9,M9_10mA_40C_0,frame_0080.png,51.5625
M9,9,M9_10mA_40C_0,frame_0082.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0087.png,51.5625
M9,9,M9_10mA_40C_0,frame_0089.png,51.5625
M9,9,M9_10mA_40C_0,frame_0090.png,51.5625
M9,9,M9_10mA_40C_0,frame_0092.png,51.46484375
M9,9,M9_10mA_40C_0,frame_0099.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0103.png,51.5625
M9,9,M9_10mA_40C_0,frame_0111.png,51.5625
M9,9,M9_10mA_40C_0,frame_0112.png,51.5625
M9,9,M9_10mA_40C_0,frame_0114.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0122.png,51.3671875
M9,9,M9_10mA_40C_0,frame_0124.png,51.5625
M9,9,M9_10mA_40C_0,frame_0126.png,51.5625
M9,9,M9_10mA_40C_0,frame_0132.png,51.5625
M9,9,M9_10mA_40C_0,frame_0134.png,51.611328125
M9,9,M9_10mA_40C_0,frame_0142.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0144.png,51.5625
M9,9,M9_10mA_40C_0,frame_0152.png,51.3671875
M9,9,M9_10mA_40C_0,frame_0156.png,51.46484375
M9,9,M9_10mA_40C_0,frame_0167.png,51.5625
M9,9,M9_10mA_40C_0,frame_0169.png,51.5625
M9,9,M9_10mA_40C_0,frame_0177.png,51.46484375
M9,9,M9_10mA_40C_0,frame_0180.png,51.708984375
M9,9,M9_10mA_40C_0,frame_0184.png,51.5625
M9,9,M9_10mA_40C_0,frame_0186.png,51.513671875
M9,9,M9_10mA_40C_0,frame_0187.png,51.5625
M9,9,M9_10mA_40C_0,frame_0195.png,51.416015625
M9,9,M9_10mA_40C_0,frame_0197.png,51.708984375
M9,9,M9_20mA_20C_0,frame_0031.png,51.513671875
M9,9,M9_20mA_20C_0,frame_0032.png,51.5625
M9,9,M9_20mA_20C_0,frame_0038.png,51.416015625
M9,9,M9_20mA_20C_0,frame_0042.png,51.5625
M9,9,M9_20mA_20C_0,frame_0044.png,51.5625
M9,9,M9_20mA_20C_0,frame_0045.png,51.5625
M9,9,M9_20mA_20C_0,frame_0048.png,51.5625
M9,9,M9_20mA_20C_0,frame_0056.png,51.5625
M9,9,M9_20mA_20C_0,frame_0057.png,51.5625
M9,9,M9_20mA_20C_0,frame_0061.png,51.5625
M9,9,M9_20mA_20C_0,frame_0064.png,51.5625
M9,9,M9_20mA_20C_0,frame_0071.png,51.5625
M9,9,M9_20mA_20C_0,frame_0075.png,51.5625
M9,9,M9_20mA_20C_0,frame_0077.png,51.5625
M9,9,M9_20mA_20C_0,frame_0083.png,51.611328125
M9,9,M9_20mA_20C_0,frame_0085.png,51.904296875
M9,9,M9_20mA_20C_0,frame_0087.png,51.5625
M9,9,M9_20mA_20C_0,frame_0088.png,51.5625
M9,9,M9_20mA_20C_0,frame_0091.png,51.5625
M9,9,M9_20mA_20C_0,frame_0094.png,51.5625
M9,9,M9_20mA_20C_0,frame_0100.png,51.5625
M9,9,M9_20mA_20C_0,frame_0105.png,51.5625
M9,9,M9_20mA_20C_0,frame_0109.png,51.806640625
M9,9,M9_20mA_20C_0,frame_0111.png,51.5625
M9,9,M9_20mA_20C_0,frame_0118.png,51.611328125
M9,9,M9_20mA_20C_0,frame_0122.png,51.5625
M9,9,M9_20mA_20C_0,frame_0125.png,51.5625
M9,9,M9_20mA_20C_0,frame_0132.png,51.5625
M9,9,M9_20mA_20C_0,frame_0134.png,51.611328125
M9,9,M9_20mA_20C_0,frame_0136.png,51.5625
M9,9,M9_20mA_20C_0,frame_0138.png,51.5625
M9,9,M9_20mA_20C_0,frame_0144.png,51.5625
M9,9,M9_20mA_20C_0,frame_0146.png,51.5625
M9,9,M9_20mA_20C_0,frame_0150.png,51.5625
M9,9,M9_20mA_20C_0,frame_0160.png,51.5625
M9,9,M9_20mA_20C_0,frame_0166.png,51.5625
M9,9,M9_20mA_20C_0,frame_0168.png,51.5625
M9,9,M9_20mA_20C_0,frame_0173.png,51.5625
M9,9,M9_20mA_20C_0,frame_0174.png,51.5625
M9,9,M9_20mA_20C_0,frame_0176.png,51.5625
M9,9,M9_20mA_20C_0,frame_0189.png,51.5625
M9,9,M9_20mA_20C_0,frame_0194.png,51.5625
M9,9,M9_20mA_20C_0,frame_0195.png,51.5625
